Index,SMILES,Valid,MW,Rings,Oxygen,Nitrogen,Hydroxyl,Chiral,Glycosidic,Steroid_Skeleton,O/C_Ratio,Score,Classification,Description,Reasons,Error
385,O=C(N([H])C([H])([H])C([H])([H])OC([H])([H])[C@@]8...,True,1122.5,9.0,17.0,1.0,7.0,26.0,8.0,No,0.279,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1122.5 > 800 (+30); Many rings: 9 ≥ 5 (+20); Very high oxygen: 17 ≥ 12 (+20),
386,[H]C5([H])[C@]([H])(O[C@]3([H])O[C@@]2([H])[C@@]([...,True,704.9,9.0,11.0,0.0,4.0,21.0,6.0,No,0.282,115.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Medium MW: 704.9 > 600 (+20); Many rings: 9 ≥ 5 (+20); High oxygen: 11 ≥ 8 (+15),
387,[H]C4([H])[C@]([H])(O[C@]2([H])O[C@@]([H])([C@@]([...,True,871.1,9.0,16.0,0.0,8.0,27.0,8.0,Yes,0.356,150.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 871.1 > 800 (+30); Many rings: 9 ≥ 5 (+20); Very high oxygen: 16 ≥ 12 (+20),
388,[H][C@]4(O[H])[C@]([H])(O[C@]2([H])O[C@@]([H])([C@...,True,887.1,9.0,17.0,0.0,9.0,28.0,8.0,Yes,0.378,150.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 887.1 > 800 (+30); Many rings: 9 ≥ 5 (+20); Very high oxygen: 17 ≥ 12 (+20),
389,O=C(O[C@]5([H])[C@]4([H])C([H])([H])[C@@]([H])(O[C...,True,985.2,9.0,18.0,0.0,8.0,28.0,8.0,Yes,0.353,150.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 985.2 > 800 (+30); Many rings: 9 ≥ 5 (+20); Very high oxygen: 18 ≥ 12 (+20),
390,O=C(O[C@]5([H])[C@]4([H])C([H])([H])[C@@]([H])(O[C...,True,1041.3,9.0,18.0,0.0,8.0,28.0,8.0,Yes,0.327,150.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1041.3 > 800 (+30); Many rings: 9 ≥ 5 (+20); Very high oxygen: 18 ≥ 12 (+20),
391,[H][C@]3(O[H])[C@]([H])(O[C@]1([H])O[C@@]([H])([C@...,True,740.9,8.0,13.0,0.0,7.0,23.0,6.0,Yes,0.333,140.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Medium MW: 740.9 > 600 (+20); Many rings: 8 ≥ 5 (+20); Very high oxygen: 13 ≥ 12 (+20),
392,[H][C@]1(O[C@]([H])([C@]([H])(O[H])[C@@]([H])(O[H]...,True,887.1,9.0,17.0,0.0,9.0,28.0,8.0,Yes,0.378,150.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 887.1 > 800 (+30); Many rings: 9 ≥ 5 (+20); Very high oxygen: 17 ≥ 12 (+20),
393,[H]C5([H])[C@]([H])(O[C@]2([H])O[C@@]([H])([C@@]([...,True,869.1,9.0,16.0,0.0,8.0,26.0,8.0,No,0.356,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 869.1 > 800 (+30); Many rings: 9 ≥ 5 (+20); Very high oxygen: 16 ≥ 12 (+20),
394,[H]C5([H])[C@]([H])(O[C@]2([H])O[C@@]([H])([C@@]([...,True,868.1,9.0,15.0,1.0,7.0,26.0,8.0,No,0.333,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 868.1 > 800 (+30); Many rings: 9 ≥ 5 (+20); Very high oxygen: 15 ≥ 12 (+20),
395,O=C(N([H])C([H])([H])[C@@]8([H])O[C@@]([H])(O[C@@]...,True,964.1,9.0,16.0,1.0,7.0,26.0,8.0,No,0.340,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 964.1 > 800 (+30); Many rings: 9 ≥ 5 (+20); Very high oxygen: 16 ≥ 12 (+20),
396,O=C(N([H])C([H])([H])[C@@]8([H])O[C@@]([H])(O[C@@]...,True,972.6,9.0,16.0,1.0,7.0,26.0,8.0,No,0.327,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 972.6 > 800 (+30); Many rings: 9 ≥ 5 (+20); Very high oxygen: 16 ≥ 12 (+20),
397,O=C(N([H])C([H])([H])[C@@]8([H])O[C@@]([H])(O[C@@]...,True,962.2,9.0,16.0,1.0,7.0,26.0,8.0,No,0.314,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 962.2 > 800 (+30); Many rings: 9 ≥ 5 (+20); Very high oxygen: 16 ≥ 12 (+20),
398,O=C(N([H])C([H])([H])[C@@]8([H])O[C@@]([H])(O[C@@]...,True,972.2,10.0,16.0,1.0,7.0,26.0,8.0,No,0.308,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 972.2 > 800 (+30); Many rings: 10 ≥ 5 (+20); Very high oxygen: 16 ≥ 12 (+20),
399,O=C(N([H])C([H])([H])[C@@]8([H])O[C@@]([H])(O[C@@]...,True,1002.2,10.0,17.0,1.0,7.0,26.0,8.0,No,0.321,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1002.2 > 800 (+30); Many rings: 10 ≥ 5 (+20); Very high oxygen: 17 ≥ 12 (+20),
400,O=C(N([H])C([H])([H])[C@@]8([H])O[C@@]([H])(O[C@@]...,False,,,,,,,,,,,,,,Invalid SMILES
401,O=C(N([H])C([H])([H])[C@@]8([H])O[C@@]([H])(O[C@@]...,True,1098.1,10.0,16.0,1.0,7.0,26.0,8.0,No,0.308,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1098.1 > 800 (+30); Many rings: 10 ≥ 5 (+20); Very high oxygen: 16 ≥ 12 (+20),
402,O=C(N([H])C([H])([H])[C@@]8([H])O[C@@]([H])(O[C@@]...,True,1002.2,10.0,17.0,1.0,7.0,26.0,8.0,No,0.321,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1002.2 > 800 (+30); Many rings: 10 ≥ 5 (+20); Very high oxygen: 17 ≥ 12 (+20),
403,O=C(N([H])C([H])([H])[C@@]8([H])O[C@@]([H])(O[C@@]...,True,1036.7,10.0,17.0,1.0,7.0,26.0,8.0,No,0.321,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1036.7 > 800 (+30); Many rings: 10 ≥ 5 (+20); Very high oxygen: 17 ≥ 12 (+20),
404,O=C(N([H])C([H])([H])[C@@]8([H])O[C@@]([H])(O[C@@]...,True,998.2,10.0,16.0,1.0,7.0,26.0,8.0,No,0.296,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 998.2 > 800 (+30); Many rings: 10 ≥ 5 (+20); Very high oxygen: 16 ≥ 12 (+20),
405,O=C(OC([H])([H])C2=c3c(=C1C([H])=C([H])C([H])=C([H...,True,1090.3,12.0,17.0,1.0,7.0,27.0,8.0,No,0.283,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1090.3 > 800 (+30); Many rings: 12 ≥ 5 (+20); Very high oxygen: 17 ≥ 12 (+20),
406,O=[S](=O)(N([H])C([H])([H])[C@@]8([H])O[C@@]([H])(...,True,1101.4,11.0,17.0,2.0,7.0,26.0,8.0,No,0.298,115.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1101.4 > 800 (+30); Many rings: 11 ≥ 5 (+20); Very high oxygen: 17 ≥ 12 (+20),
407,N#N=NC([H])([H])C([H])([H])O[C@]9([H])[C@@]([H])(O...,True,938.1,9.0,16.0,3.0,7.0,26.0,8.0,No,0.340,105.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 938.1 > 800 (+30); Many rings: 9 ≥ 5 (+20); Very high oxygen: 16 ≥ 12 (+20),
408,[H]C5([H])[C@]([H])(O[C@]2([H])O[C@@]([H])([C@@]([...,True,912.1,9.0,16.0,1.0,7.0,26.0,8.0,No,0.340,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 912.1 > 800 (+30); Many rings: 9 ≥ 5 (+20); Very high oxygen: 16 ≥ 12 (+20),
409,O=C(N([H])C([H])([H])C([H])([H])O[C@]9([H])[C@@]([...,True,954.2,9.0,17.0,1.0,7.0,26.0,8.0,No,0.347,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 954.2 > 800 (+30); Many rings: 9 ≥ 5 (+20); Very high oxygen: 17 ≥ 12 (+20),
410,O=C(N([H])C([H])([H])C([H])([H])O[C@]9([H])[C@@]([...,True,1008.1,9.0,17.0,1.0,7.0,26.0,8.0,No,0.347,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1008.1 > 800 (+30); Many rings: 9 ≥ 5 (+20); Very high oxygen: 17 ≥ 12 (+20),
411,O=C(N([H])C([H])([H])C([H])([H])O[C@]9([H])[C@@]([...,True,1016.7,9.0,17.0,1.0,7.0,26.0,8.0,No,0.333,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1016.7 > 800 (+30); Many rings: 9 ≥ 5 (+20); Very high oxygen: 17 ≥ 12 (+20),
412,O=C(N([H])C([H])([H])C([H])([H])O[C@]9([H])[C@@]([...,True,1006.2,9.0,17.0,1.0,7.0,26.0,8.0,No,0.321,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1006.2 > 800 (+30); Many rings: 9 ≥ 5 (+20); Very high oxygen: 17 ≥ 12 (+20),
413,O=C(N([H])C([H])([H])C([H])([H])O[C@]9([H])[C@@]([...,True,1078.4,9.0,17.0,1.0,7.0,26.0,8.0,No,0.293,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1078.4 > 800 (+30); Many rings: 9 ≥ 5 (+20); Very high oxygen: 17 ≥ 12 (+20),
414,O=C(N([H])C([H])([H])C([H])([H])O[C@]9([H])[C@@]([...,True,1016.2,10.0,17.0,1.0,7.0,26.0,8.0,No,0.315,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1016.2 > 800 (+30); Many rings: 10 ≥ 5 (+20); Very high oxygen: 17 ≥ 12 (+20),
415,O=C(N([H])C([H])([H])C([H])([H])O[C@]9([H])[C@@]([...,True,1046.3,10.0,18.0,1.0,7.0,26.0,8.0,No,0.327,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1046.3 > 800 (+30); Many rings: 10 ≥ 5 (+20); Very high oxygen: 18 ≥ 12 (+20),
416,O=C(N([H])C([H])([H])C([H])([H])O[C@]9([H])[C@@]([...,False,,,,,,,,,,,,,,Invalid SMILES
417,O=C(N([H])C([H])([H])C([H])([H])O[C@]9([H])[C@@]([...,True,1142.1,10.0,17.0,1.0,7.0,26.0,8.0,No,0.315,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1142.1 > 800 (+30); Many rings: 10 ≥ 5 (+20); Very high oxygen: 17 ≥ 12 (+20),
418,O=C(N([H])C([H])([H])C([H])([H])O[C@]9([H])[C@@]([...,True,1046.3,10.0,18.0,1.0,7.0,26.0,8.0,No,0.327,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1046.3 > 800 (+30); Many rings: 10 ≥ 5 (+20); Very high oxygen: 18 ≥ 12 (+20),
419,O=C(N([H])C([H])([H])C([H])([H])O[C@]9([H])[C@@]([...,True,1080.7,10.0,18.0,1.0,7.0,26.0,8.0,No,0.327,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1080.7 > 800 (+30); Many rings: 10 ≥ 5 (+20); Very high oxygen: 18 ≥ 12 (+20),
420,O=C(N([H])C([H])([H])C([H])([H])O[C@]9([H])[C@@]([...,True,1042.3,10.0,17.0,1.0,7.0,26.0,8.0,No,0.304,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1042.3 > 800 (+30); Many rings: 10 ≥ 5 (+20); Very high oxygen: 17 ≥ 12 (+20),
421,O=C(OC([H])([H])C2=c3c(=C1C([H])=C([H])C([H])=C([H...,True,1134.4,12.0,18.0,1.0,7.0,27.0,8.0,No,0.290,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1134.4 > 800 (+30); Many rings: 12 ≥ 5 (+20); Very high oxygen: 18 ≥ 12 (+20),
422,O=[S](=O)(c1c2c(c([H])c([H])c1[H])c(c([H])c([H])c2...,True,1145.4,11.0,18.0,2.0,7.0,26.0,8.0,No,0.305,115.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1145.4 > 800 (+30); Many rings: 11 ≥ 5 (+20); Very high oxygen: 18 ≥ 12 (+20),
423,O=C(OC([H])([H])[C@]9([H])O[C@@]([H])(O[C@]8([H])[...,True,939.1,9.0,18.0,0.0,6.0,25.0,8.0,No,0.375,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 939.1 > 800 (+30); Many rings: 9 ≥ 5 (+20); Very high oxygen: 18 ≥ 12 (+20),
424,[H]C4([H])[C@]([H])(O[C@]1([H])O[C@@]([H])([C@@]([...,True,722.9,8.0,12.0,0.0,6.0,21.0,6.0,No,0.308,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Medium MW: 722.9 > 600 (+20); Many rings: 8 ≥ 5 (+20); Very high oxygen: 12 ≥ 12 (+20),
425,[H]C4([H])[C@]([H])(O[C@]2([H])O[C@@]([H])([C@@]([...,True,722.9,8.0,12.0,0.0,6.0,21.0,6.0,No,0.308,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Medium MW: 722.9 > 600 (+20); Many rings: 8 ≥ 5 (+20); Very high oxygen: 12 ≥ 12 (+20),
426,O=C(O[C@]8([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@...,True,765.0,8.0,13.0,0.0,5.0,21.0,6.0,No,0.317,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Medium MW: 765.0 > 600 (+20); Many rings: 8 ≥ 5 (+20); Very high oxygen: 13 ≥ 12 (+20),
427,[H]C4([H])[C@]([H])(O[C@]1([H])O[C@@]([H])([C@@]([...,True,722.9,8.0,12.0,0.0,6.0,21.0,6.0,No,0.308,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Medium MW: 722.9 > 600 (+20); Many rings: 8 ≥ 5 (+20); Very high oxygen: 12 ≥ 12 (+20),
428,O=C(O[C@]9([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@...,True,911.1,9.0,17.0,0.0,7.0,26.0,8.0,No,0.362,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 911.1 > 800 (+30); Many rings: 9 ≥ 5 (+20); Very high oxygen: 17 ≥ 12 (+20),
429,O=C(O[C@]9([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@...,True,939.1,9.0,17.0,0.0,7.0,26.0,8.0,No,0.347,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 939.1 > 800 (+30); Many rings: 9 ≥ 5 (+20); Very high oxygen: 17 ≥ 12 (+20),
430,O=C(O[C@]9([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@...,True,967.2,9.0,17.0,0.0,7.0,26.0,8.0,No,0.333,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 967.2 > 800 (+30); Many rings: 9 ≥ 5 (+20); Very high oxygen: 17 ≥ 12 (+20),
431,[H]C5([H])[C@]([H])(O[C@]2([H])O[C@@]([H])([C@@]([...,True,869.1,9.0,16.0,0.0,8.0,26.0,8.0,No,0.356,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 869.1 > 800 (+30); Many rings: 9 ≥ 5 (+20); Very high oxygen: 16 ≥ 12 (+20),
432,[H][C@]1(O[C@]([H])([C@]([H])(O[H])[C@@]([H])(O[H]...,True,855.0,9.0,16.0,0.0,8.0,25.0,8.0,No,0.364,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 855.0 > 800 (+30); Many rings: 9 ≥ 5 (+20); Very high oxygen: 16 ≥ 12 (+20),
433,O=C(O[H])[C@@]56C([H])([H])C([H])([H])[C@@]4(/C(=C...,True,634.9,6.0,9.0,0.0,6.0,14.0,2.0,No,0.250,120.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Medium MW: 634.9 > 600 (+20); Many rings: 6 ≥ 5 (+20); High oxygen: 9 ≥ 8 (+15),
434,O=C(O[H])[C@@]56C([H])([H])C([H])([H])[C@@]4(/C(=C...,True,604.8,6.0,8.0,0.0,5.0,13.0,2.0,No,0.229,120.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Medium MW: 604.8 > 600 (+20); Many rings: 6 ≥ 5 (+20); High oxygen: 8 ≥ 8 (+15),
435,O=C(O[H])[C@@]67C([H])([H])C([H])([H])[C@@]5(/C(=C...,True,751.0,7.0,12.0,0.0,7.0,18.0,4.0,No,0.293,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Medium MW: 751.0 > 600 (+20); Many rings: 7 ≥ 5 (+20); Very high oxygen: 12 ≥ 12 (+20),
436,O=C(O[H])[C@@]67C([H])([H])C([H])([H])[C@@]5(/C(=C...,True,735.0,7.0,11.0,0.0,6.0,17.0,4.0,No,0.268,120.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Medium MW: 735.0 > 600 (+20); Many rings: 7 ≥ 5 (+20); High oxygen: 11 ≥ 8 (+15),
437,O=C(O[H])[C@@]78C([H])([H])C([H])([H])[C@@]6(/C(=C...,True,913.1,8.0,17.0,0.0,10.0,23.0,6.0,No,0.362,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 913.1 > 800 (+30); Many rings: 8 ≥ 5 (+20); Very high oxygen: 17 ≥ 12 (+20),
438,O=C(O[H])[C@@]78C([H])([H])C([H])([H])[C@@]6(/C(=C...,True,897.1,8.0,16.0,0.0,9.0,22.0,6.0,No,0.340,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 897.1 > 800 (+30); Many rings: 8 ≥ 5 (+20); Very high oxygen: 16 ≥ 12 (+20),
439,O=C(O[C@]1([H])O[C@]([H])([C@]([H])(O[H])[C@@]([H]...,True,749.0,7.0,11.0,0.0,6.0,20.0,4.0,Yes,0.262,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Medium MW: 749.0 > 600 (+20); Many rings: 7 ≥ 5 (+20); High oxygen: 11 ≥ 8 (+15),
440,O=C(O[H])[C@@]67C([H])([H])C([H])([H])[C@]5([C@@]4...,True,735.0,7.0,11.0,0.0,6.0,19.0,4.0,Yes,0.268,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Medium MW: 735.0 > 600 (+20); Many rings: 7 ≥ 5 (+20); High oxygen: 11 ≥ 8 (+15),
441,[H]C8([H])[C@@]([H])(O[C@@]7([H])C([H])([H])O[C@@]...,True,881.1,8.0,15.0,0.0,8.0,23.0,6.0,Yes,0.319,150.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 881.1 > 800 (+30); Many rings: 8 ≥ 5 (+20); Very high oxygen: 15 ≥ 12 (+20),
442,O=C(O[H])[C@@]56C([H])([H])C([H])([H])[C@@]4(/C(=C...,True,604.8,6.0,8.0,0.0,5.0,13.0,2.0,No,0.229,120.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Medium MW: 604.8 > 600 (+20); Many rings: 6 ≥ 5 (+20); High oxygen: 8 ≥ 8 (+15),
443,O=C(OC([H])([H])[H])[C@@]56C([H])([H])C([H])([H])[...,True,618.9,6.0,8.0,0.0,4.0,13.0,2.0,No,0.222,115.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Medium MW: 618.9 > 600 (+20); Many rings: 6 ≥ 5 (+20); High oxygen: 8 ≥ 8 (+15),
444,O=C(O[H])[C@@]67C([H])([H])C([H])([H])[C@@]5(/C(=C...,True,751.0,7.0,12.0,0.0,7.0,18.0,4.0,No,0.293,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Medium MW: 751.0 > 600 (+20); Many rings: 7 ≥ 5 (+20); Very high oxygen: 12 ≥ 12 (+20),
445,O=C(OC([H])([H])[H])[C@@]67C([H])([H])C([H])([H])[...,True,765.0,7.0,12.0,0.0,6.0,18.0,4.0,No,0.286,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Medium MW: 765.0 > 600 (+20); Many rings: 7 ≥ 5 (+20); Very high oxygen: 12 ≥ 12 (+20),
446,O=C(O[H])[C@@]67C([H])([H])C([H])([H])[C@@]5(/C(=C...,True,751.0,7.0,12.0,0.0,7.0,18.0,4.0,No,0.293,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Medium MW: 751.0 > 600 (+20); Many rings: 7 ≥ 5 (+20); Very high oxygen: 12 ≥ 12 (+20),
447,O=C(OC([H])([H])[H])[C@@]67C([H])([H])C([H])([H])[...,True,765.0,7.0,12.0,0.0,6.0,18.0,4.0,No,0.286,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Medium MW: 765.0 > 600 (+20); Many rings: 7 ≥ 5 (+20); Very high oxygen: 12 ≥ 12 (+20),
448,O=C(O[H])[C@@]67C([H])([H])C([H])([H])[C@@]5(/C(=C...,True,751.0,7.0,12.0,0.0,7.0,18.0,4.0,No,0.293,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Medium MW: 751.0 > 600 (+20); Many rings: 7 ≥ 5 (+20); Very high oxygen: 12 ≥ 12 (+20),
449,O=C(OC([H])([H])[H])[C@@]67C([H])([H])C([H])([H])[...,True,765.0,7.0,12.0,0.0,6.0,18.0,4.0,No,0.286,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Medium MW: 765.0 > 600 (+20); Many rings: 7 ≥ 5 (+20); Very high oxygen: 12 ≥ 12 (+20),
450,O=C(O[H])[C@@]67C([H])([H])C([H])([H])[C@@]5(/C(=C...,True,736.9,7.0,12.0,0.0,7.0,17.0,4.0,No,0.300,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Medium MW: 736.9 > 600 (+20); Many rings: 7 ≥ 5 (+20); Very high oxygen: 12 ≥ 12 (+20),
451,O=C(OC([H])([H])[H])[C@@]67C([H])([H])C([H])([H])[...,True,751.0,7.0,12.0,0.0,6.0,17.0,4.0,No,0.293,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Medium MW: 751.0 > 600 (+20); Many rings: 7 ≥ 5 (+20); Very high oxygen: 12 ≥ 12 (+20),
452,O=C(OC([H])([H])[H])[C@@]67C([H])([H])C([H])([H])[...,True,751.0,7.0,12.0,0.0,6.0,17.0,4.0,No,0.293,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Medium MW: 751.0 > 600 (+20); Many rings: 7 ≥ 5 (+20); Very high oxygen: 12 ≥ 12 (+20),
453,O=C(O[H])[C@@]67C([H])([H])C([H])([H])[C@@]5(/C(=C...,True,736.9,7.0,12.0,0.0,7.0,17.0,4.0,No,0.300,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Medium MW: 736.9 > 600 (+20); Many rings: 7 ≥ 5 (+20); Very high oxygen: 12 ≥ 12 (+20),
454,O=C(OC([H])([H])[H])[C@@]67C([H])([H])C([H])([H])[...,True,751.0,7.0,12.0,0.0,6.0,17.0,4.0,No,0.293,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Medium MW: 751.0 > 600 (+20); Many rings: 7 ≥ 5 (+20); Very high oxygen: 12 ≥ 12 (+20),
455,O=C(O[H])[C@@]67C([H])([H])C([H])([H])[C@@]5(/C(=C...,True,736.9,7.0,12.0,0.0,7.0,17.0,4.0,No,0.300,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Medium MW: 736.9 > 600 (+20); Many rings: 7 ≥ 5 (+20); Very high oxygen: 12 ≥ 12 (+20),
456,O=C(OC([H])([H])[H])[C@@]67C([H])([H])C([H])([H])[...,True,751.0,7.0,12.0,0.0,6.0,17.0,4.0,No,0.293,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Medium MW: 751.0 > 600 (+20); Many rings: 7 ≥ 5 (+20); Very high oxygen: 12 ≥ 12 (+20),
457,O=C(OC([H])([H])[H])[C@@]67C([H])([H])C([H])([H])[...,True,781.0,7.0,13.0,0.0,7.0,18.0,4.0,No,0.310,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Medium MW: 781.0 > 600 (+20); Many rings: 7 ≥ 5 (+20); Very high oxygen: 13 ≥ 12 (+20),
458,O=C(O[H])[C@@]67C([H])([H])C([H])([H])[C@@]5(/C(=C...,True,767.0,7.0,13.0,0.0,8.0,18.0,4.0,No,0.317,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Medium MW: 767.0 > 600 (+20); Many rings: 7 ≥ 5 (+20); Very high oxygen: 13 ≥ 12 (+20),
459,O=C(OC([H])([H])[H])[C@@]67C([H])([H])C([H])([H])[...,True,781.0,7.0,13.0,0.0,7.0,18.0,4.0,No,0.310,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Medium MW: 781.0 > 600 (+20); Many rings: 7 ≥ 5 (+20); Very high oxygen: 13 ≥ 12 (+20),
460,O=C(O[H])[C@@]67C([H])([H])C([H])([H])[C@@]5(/C(=C...,True,767.0,7.0,13.0,0.0,8.0,18.0,4.0,No,0.317,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Medium MW: 767.0 > 600 (+20); Many rings: 7 ≥ 5 (+20); Very high oxygen: 13 ≥ 12 (+20),
461,O=C(OC([H])([H])[H])[C@@]67C([H])([H])C([H])([H])[...,True,781.0,7.0,13.0,0.0,7.0,18.0,4.0,No,0.310,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Medium MW: 781.0 > 600 (+20); Many rings: 7 ≥ 5 (+20); Very high oxygen: 13 ≥ 12 (+20),
462,O=C(O[H])[C@@]67C([H])([H])C([H])([H])[C@@]5(/C(=C...,True,797.0,7.0,14.0,0.0,9.0,19.0,4.0,No,0.333,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Medium MW: 797.0 > 600 (+20); Many rings: 7 ≥ 5 (+20); Very high oxygen: 14 ≥ 12 (+20),
463,O=C(OC([H])([H])[H])[C@@]67C([H])([H])C([H])([H])[...,True,811.0,7.0,14.0,0.0,8.0,19.0,4.0,No,0.326,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 811.0 > 800 (+30); Many rings: 7 ≥ 5 (+20); Very high oxygen: 14 ≥ 12 (+20),
464,O=C(O[H])[C@@]67C([H])([H])C([H])([H])[C@@]5(/C(=C...,True,797.0,7.0,14.0,0.0,9.0,19.0,4.0,No,0.333,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Medium MW: 797.0 > 600 (+20); Many rings: 7 ≥ 5 (+20); Very high oxygen: 14 ≥ 12 (+20),
465,O=C(OC([H])([H])[H])[C@@]67C([H])([H])C([H])([H])[...,True,811.0,7.0,14.0,0.0,8.0,19.0,4.0,No,0.326,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 811.0 > 800 (+30); Many rings: 7 ≥ 5 (+20); Very high oxygen: 14 ≥ 12 (+20),
