Index,SMILES,MW,Rings,Oxygen,Nitrogen,Score,Classification
0,O=C(c1c([H])c(c([H])c([H])c1[H])C(=O)N([H])c2c([S]...,608.9,3.0,2.0,6.0,-5.0,NOT_SAPONIN
1,O=C(c1c([H])c(c(OC([H])([H])[H])c([H])c1OC([H])([H...,668.9,3.0,4.0,6.0,-5.0,NOT_SAPONIN
2,O=C(c1c([H])c(c([H])c(OC([H])([H])C([H])([H])N([H]...,667.9,3.0,3.0,7.0,-5.0,NOT_SAPONIN
3,O=C(N1C(=O)C(C(=O)[C@]1([H])[C@@]([H])(C([H])([H])...,349.5,1.0,4.0,1.0,0.0,NOT_SAPONIN
4,O=C(N1C(=O)C(C(=O)[C@]1([H])[C@@]([H])(C([H])([H])...,363.5,1.0,4.0,1.0,0.0,NOT_SAPONIN
5,O=C(N1C(=O)C(C(=O)[C@]1([H])[C@@]([H])(C([H])([H])...,411.5,2.0,4.0,1.0,10.0,NOT_SAPONIN
6,O=C(N1C(=O)C(C(=O)[C@]1([H])[C@@]([H])(C([H])([H])...,518.7,2.0,6.0,2.0,10.0,NOT_SAPONIN
7,O=C(N1C(=O)C(C(=O)[C@]1([H])[C@@]([H])(C([H])([H])...,515.6,2.0,7.0,1.0,30.0,UNLIKELY_SAPONIN
8,O=C(N1C(=O)C(C(=O)[C@]1([H])[C@@]([H])(C([H])([H])...,427.5,2.0,5.0,1.0,20.0,UNLIKELY_SAPONIN
9,O=C(N1C(=O)C(C(=O)[C@]1([H])[C@@]([H])(C([H])([H])...,429.5,2.0,4.0,1.0,10.0,NOT_SAPONIN
10,O=C(N1C(=O)C(C(=O)[C@]1([H])C([H])([H])C([H])([H])...,464.6,1.0,6.0,2.0,10.0,NOT_SAPONIN
11,O=C(N1C(=O)C(C(=O)[C@]1([H])c2c([H])c([H])c(OC(C([...,441.6,2.0,5.0,1.0,20.0,UNLIKELY_SAPONIN
12,[H][C@@]1(O[C@@]([H])([C@@]([H])(O[H])[C@]([H])(N(...,696.0,3.0,9.0,5.0,65.0,LIKELY_SAPONIN
13,[H][C@@]1(O[C@@]([H])([C@@]([H])(O[H])[C@]([H])(N(...,724.0,3.0,9.0,5.0,65.0,LIKELY_SAPONIN
14,O=C(N([H])C([H])([H])C([H])([H])N(C(=O)C([H])([H])...,1165.7,3.0,7.0,10.0,15.0,NOT_SAPONIN
15,O=C2N([H])[C@@]([H])(C(=O)N1C([H])([H])C([H])([H])...,1314.6,7.0,12.0,13.0,75.0,LIKELY_SAPONIN
16,O=C2N([H])[C@@]([H])(C(=O)N1C([H])([H])C([H])([H])...,1270.5,6.0,13.0,13.0,75.0,LIKELY_SAPONIN
17,O=C2N([H])[C@@]([H])(C(=O)N1C([H])([H])C([H])([H])...,1343.6,6.0,13.0,14.0,75.0,LIKELY_SAPONIN
18,O=C2N([H])[C@@]([H])(C(=O)N1C([H])([H])C([H])([H])...,1256.5,6.0,12.0,13.0,75.0,LIKELY_SAPONIN
19,O=C1/C(=C(/O[H])C(=O)C([H])=C1OC([H])([H])[H])C([H...,358.5,3.0,4.0,0.0,15.0,NOT_SAPONIN
20,O=C1/C(=C(/O[H])C(=O)C([H])=C1O[H])C([H])([H])[C@]...,344.5,3.0,4.0,0.0,15.0,NOT_SAPONIN
21,O=C1/C(=C(/O[H])C(=O)C([H])=C1OC([H])([H])[H])C([H...,358.5,3.0,4.0,0.0,15.0,NOT_SAPONIN
22,O=C1/C(=C(/O[H])C(=O)C([H])=C1N([H])[H])C([H])([H]...,343.5,3.0,3.0,1.0,-5.0,NOT_SAPONIN
23,O=C1/C(=C(/O[H])C(=O)C([H])=C1N([H])C([H])([H])C([...,413.6,3.0,3.0,1.0,5.0,NOT_SAPONIN
24,O=C1C(=C(C(=O)C([H])=C1N([H])[H])N([H])[H])C([H])(...,342.5,3.0,2.0,2.0,-15.0,NOT_SAPONIN
25,O=C1/C(=C(/O[H])C(=O)C([H])=C1O[H])C([H])([H])[C@]...,344.5,3.0,4.0,0.0,15.0,NOT_SAPONIN
26,O=C1/C(=C(/O[H])C(=O)C([H])=C1OC([H])([H])[H])C([H...,358.5,3.0,4.0,0.0,15.0,NOT_SAPONIN
27,O=C1/C(=C(/OC([H])([H])[H])C(=O)C([H])=C1OC([H])([...,372.5,3.0,4.0,0.0,15.0,NOT_SAPONIN
28,O=C4C2=C(O[C@@]13[C@]([H])(C([H])([H])C([H])([H])[...,344.5,4.0,4.0,0.0,35.0,UNLIKELY_SAPONIN
29,O=C4C2=C(O[C@@]13[C@]([H])(C([H])([H])C([H])([H])[...,358.5,4.0,4.0,0.0,35.0,UNLIKELY_SAPONIN
30,O=C4C2=C(O[C@@]13[C@]([H])(C([H])([H])C([H])([H])[...,343.5,4.0,3.0,1.0,15.0,NOT_SAPONIN
31,O=C(c1c([H])c(c([H])c(c1[H])C(C([H])([H])[H])(C([H...,395.5,2.0,2.0,3.0,-30.0,NOT_SAPONIN
32,O=C(c1c([H])c(c([H])c(c1[H])C(C([H])([H])[H])(C([H...,409.6,2.0,2.0,3.0,-20.0,NOT_SAPONIN
33,O=C(c1c([H])c(c([H])c(c1[H])C(C([H])([H])[H])(C([H...,409.6,2.0,2.0,3.0,-20.0,NOT_SAPONIN
34,O=C(c2c([H])c([H])c(C(=O)N([H])c1c([H])c(c([H])c(c...,395.5,2.0,2.0,3.0,-30.0,NOT_SAPONIN
35,O=C(c2c([H])c([H])c(C(=O)N([H])c1c([H])c(c([H])c(c...,409.6,2.0,2.0,3.0,-20.0,NOT_SAPONIN
36,O=C(c2c([H])c(N([H])C(=O)c1c([H])c(c([H])c(c1[H])C...,395.5,2.0,2.0,3.0,-30.0,NOT_SAPONIN
37,O=C(c2c([H])c(N([H])C(=O)c1c([H])c(c([H])c(c1[H])C...,409.6,2.0,2.0,3.0,-20.0,NOT_SAPONIN
38,O=C(c2c(N([H])C(=O)c1c([H])c(c([H])c(c1[H])C(C([H]...,395.5,2.0,2.0,3.0,-30.0,NOT_SAPONIN
39,O=C(c2c(N([H])C(=O)c1c([H])c(c([H])c(c1[H])C(C([H]...,409.6,2.0,2.0,3.0,-20.0,NOT_SAPONIN
40,O=C(c2c(N([H])C(=O)c1c([H])c(c([H])c(c1[H])C(C([H]...,445.6,3.0,2.0,3.0,-15.0,NOT_SAPONIN
47,O=C(N([H])C([H])([H])C([H])([H])c1c([H])c([H])c(O[...,335.5,1.0,3.0,1.0,-10.0,NOT_SAPONIN
48,O=C(N([H])C([H])([H])C([H])([H])c1c([H])c([H])c(O[...,417.6,1.0,3.0,1.0,0.0,NOT_SAPONIN
64,O=C1N5[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C...,1156.5,5.0,10.0,13.0,70.0,LIKELY_SAPONIN
65,O=C1N6[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C...,1274.6,6.0,11.0,13.0,70.0,LIKELY_SAPONIN
66,O=C1N7[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C...,1350.7,7.0,11.0,13.0,60.0,LIKELY_SAPONIN
67,O=C1N8[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C...,1426.8,8.0,11.0,13.0,60.0,LIKELY_SAPONIN
68,O=C1N5[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C...,1198.5,5.0,11.0,13.0,70.0,LIKELY_SAPONIN
69,O=C1N5[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C...,1212.5,5.0,11.0,13.0,70.0,LIKELY_SAPONIN
70,O=C1N5[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C...,1226.6,5.0,11.0,13.0,70.0,LIKELY_SAPONIN
71,O=C1N5[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C...,1240.6,5.0,11.0,13.0,70.0,LIKELY_SAPONIN
72,O=C1N8[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C...,1318.7,9.0,11.0,13.0,70.0,LIKELY_SAPONIN
73,O=C1N6[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C...,1246.6,6.0,10.0,13.0,60.0,LIKELY_SAPONIN
74,O=C1N7[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C...,1336.7,7.0,10.0,13.0,60.0,LIKELY_SAPONIN
75,[H][C@@]12C([H])([H])[C@]([H])(O[H])C([H])([H])C([...,376.6,4.0,3.0,0.0,55.0,POSSIBLE_SAPONIN
76,O=C(N([H])C([H])([H])C([H])([H])N([H])[H])[C@]([H]...,458.7,0.0,4.0,4.0,-10.0,NOT_SAPONIN
77,O=C(N([H])C([H])([H])C([H])([H])N([H])[H])[C@]([H]...,514.8,0.0,4.0,4.0,-20.0,NOT_SAPONIN
78,O=C(N([H])C([H])([H])C([H])([H])N([H])[H])[C@]([H]...,542.8,0.0,6.0,4.0,0.0,NOT_SAPONIN
79,O[S](=O)(=O)OC([H])([H])C([H])([H])C([H])([H])C([H...,266.4,0.0,4.0,0.0,10.0,NOT_SAPONIN
80,O=C(N([H])[C@]([H])(C(O)O)C([H])([H])C([H])([H])C(...,512.8,0.0,4.0,2.0,-10.0,NOT_SAPONIN
81,O=C(OC([H])([H])[C@]([H])(O[H])C([H])([H])OC(=O)[C...,444.6,0.0,7.0,2.0,10.0,NOT_SAPONIN
82,O=C(OC([H])([H])[C@@]1([H])O[C@]([H])([C@]([H])(OC...,676.8,2.0,13.0,0.0,90.0,HIGH_CONFIDENCE_SAPONIN
83,O=C(O[C@](C([H])([H])C(=O)O[H])(C([H])([H])[H])C([...,678.9,2.0,13.0,0.0,95.0,HIGH_CONFIDENCE_SAPONIN
84,O=C(N([H])[C@@]([H])(C(=O)O[H])C([H])([H])[H])C([H...,299.5,0.0,3.0,1.0,0.0,NOT_SAPONIN
85,O=C(N([H])[C@@]([H])(C(=O)O[H])C([H])([H])O[H])C([...,315.5,0.0,4.0,1.0,0.0,NOT_SAPONIN
86,O=C1N([H])C([H])([H])C([H])([H])C([H])([H])N(C(=O)...,590.9,1.0,3.0,4.0,-20.0,NOT_SAPONIN
87,O=c1c3c(oc2c1c(O[H])c(c(OC([H])([H])C([H])([H])C([...,636.9,3.0,6.0,2.0,25.0,UNLIKELY_SAPONIN
88,O=c1c3c(oc2c1c(O[H])c(c(OC([H])([H])C([H])([H])C([...,664.9,3.0,6.0,2.0,15.0,NOT_SAPONIN
89,O=c1c3c(oc2c1c(O[H])c(c(OC([H])([H])C([H])([H])C([...,749.1,3.0,6.0,2.0,15.0,NOT_SAPONIN
90,O=c1c3c(oc2c1c(O[H])c(c(OC([H])([H])[C@]([H])(O[H]...,642.8,3.0,8.0,4.0,30.0,UNLIKELY_SAPONIN
91,O=c1c3c(oc2c1c(O[H])c(c(OC([H])([H])[C@]([H])(O[H]...,815.1,3.0,8.0,8.0,40.0,POSSIBLE_SAPONIN
92,O=c1c3c(oc2c1c(O[H])c(c(OC([H])([H])[C@]([H])(O[H]...,668.9,3.0,8.0,2.0,40.0,POSSIBLE_SAPONIN
93,O=c1c3c(oc2c1c(O[H])c(c(OC([H])([H])[C@]([H])(O[H]...,764.9,3.0,14.0,2.0,50.0,POSSIBLE_SAPONIN
94,O=c1c3c(oc2c1c(O[H])c(c(OC([H])([H])C([H])([H])C([...,669.0,3.0,6.0,2.0,15.0,NOT_SAPONIN
95,O=c1c3c(oc2c1c(O[H])c(c(OC([H])([H])C([H])([H])C([...,612.9,3.0,6.0,2.0,25.0,UNLIKELY_SAPONIN
96,O=C(N([H])C([H])([H])C([H])([H])C([H])([H])C([H])(...,626.9,0.0,7.0,2.0,30.0,UNLIKELY_SAPONIN
97,[H]c1c(O[H])c(O[H])c([H])c(c1[H])[C@](C([H])=C([H]...,314.5,1.0,2.0,0.0,0.0,NOT_SAPONIN
98,[H]N(c1c([H])c(nn1C([H])([H])[H])C([H])([H])[H])C(...,247.4,1.0,0.0,3.0,-30.0,NOT_SAPONIN
99,O=C1N([H])[C@]([H])(C(=O)N([H])C([H])([H])C([H])([...,1096.3,5.0,10.0,13.0,70.0,LIKELY_SAPONIN
100,O=C(N([H])[C@]([H])(C(=O)O[H])C([H])([H])C([H])(C(...,1102.5,1.0,10.0,13.0,40.0,POSSIBLE_SAPONIN
101,O=C(N([H])[C@]([H])(C(=O)N([H])[C@]2(C([H])([H])C(...,556.8,2.0,3.0,4.0,-20.0,NOT_SAPONIN
102,O=C(N([H])[C@]([H])(C(=O)N([H])[C@]2(C([H])([H])C(...,570.9,2.0,3.0,4.0,-20.0,NOT_SAPONIN
103,O=C(N([H])[C@]([H])(C(=O)N([H])C([H])([H])[C@]2(C(...,584.9,2.0,3.0,4.0,-20.0,NOT_SAPONIN
104,[H]C([H])(O[H])[C@]([H])(O[H])C([H])([H])[C@]([H])...,1375.7,3.0,25.0,0.0,95.0,HIGH_CONFIDENCE_SAPONIN
105,[H][C@]1(O[C@]([H])([C@]([H])(O[H])[C@]([H])(O[H])...,1357.8,2.0,23.0,0.0,90.0,HIGH_CONFIDENCE_SAPONIN
106,[H]C([H])(O[H])[C@]([H])(O[H])C([H])([H])C([H])=C(...,1345.7,2.0,24.0,0.0,90.0,HIGH_CONFIDENCE_SAPONIN
107,[H][C@]1(O[C@]([H])([C@]([H])(O[H])[C@]([H])(O[H])...,1209.5,2.0,23.0,0.0,90.0,HIGH_CONFIDENCE_SAPONIN
108,[H][C@]1(O[C@]([H])([C@]([H])(O[H])[C@]([H])(O[H])...,1129.4,2.0,20.0,0.0,90.0,HIGH_CONFIDENCE_SAPONIN
109,O=C(N([H])C([H])([H])C([H])([H])N([H])[H])C(C([H])...,423.6,2.0,1.0,3.0,-20.0,NOT_SAPONIN
110,O=C(O[H])C([H])([H])C([H])([H])C([H])([H])C([H])([...,276.4,0.0,2.0,0.0,0.0,NOT_SAPONIN
111,[F]C([F])([F])c3c([H])c([H])c2[S]c1c([H])c([H])c([...,407.5,4.0,0.0,3.0,5.0,NOT_SAPONIN
112,O=C(N([H])c2c1c([H])c([H])c([H])c([H])c1c3c(c2[H])...,425.5,5.0,2.0,3.0,10.0,NOT_SAPONIN
121,[F]C([F])(C([F])([F])C([F])([F])C([F])([F])C([F])(...,499.1,0.0,2.0,1.0,10.0,NOT_SAPONIN
122,O=C1N([H])[C@@]([H])(C(=O)N([H])[C@@]([H])(C(=O)N(...,1057.2,3.0,14.0,12.0,50.0,POSSIBLE_SAPONIN
123,O=C(O[C@@]1([H])C([H])([H])C([H])([H])[C@]2([C@@](...,681.1,6.0,3.0,4.0,50.0,POSSIBLE_SAPONIN
124,O=C(N(C([H])([H])[H])C([H])([H])C([H])([H])C([H])(...,377.5,0.0,6.0,1.0,25.0,UNLIKELY_SAPONIN
125,O=C(N(C([H])([H])[H])C([H])([H])C([H])([H])C([H])(...,405.6,0.0,6.0,1.0,35.0,UNLIKELY_SAPONIN
126,O=C(N(C([H])([H])[H])C([H])([H])C([H])([H])C([H])(...,433.6,0.0,6.0,1.0,35.0,UNLIKELY_SAPONIN
127,O=C(N(C([H])([H])[H])C([H])([H])C([H])([H])C([H])(...,461.7,0.0,6.0,1.0,35.0,UNLIKELY_SAPONIN
128,O=C(N(C([H])([H])[H])C([H])([H])C([H])([H])C([H])(...,567.7,1.0,11.0,1.0,70.0,LIKELY_SAPONIN
129,O=C(N(C([H])([H])[H])C([H])([H])C([H])([H])C([H])(...,595.8,1.0,11.0,1.0,70.0,LIKELY_SAPONIN
130,O=C(N(C([H])([H])[H])C([H])([H])C([H])([H])C([H])(...,623.8,1.0,11.0,1.0,80.0,HIGH_CONFIDENCE_SAPONIN
131,O=C(N(C([H])([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C...,567.7,1.0,11.0,1.0,70.0,LIKELY_SAPONIN
132,O=C(N(C([H])([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C...,595.8,1.0,11.0,1.0,70.0,LIKELY_SAPONIN
133,O=C(N(C([H])([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C...,623.8,1.0,11.0,1.0,80.0,HIGH_CONFIDENCE_SAPONIN
134,O=C(N([H])C([H])([H])C([H])([H])C([H])([H])N(C([H]...,655.8,0.0,12.0,3.0,50.0,POSSIBLE_SAPONIN
135,O=C(N([H])C([H])([H])C([H])([H])C([H])([H])N(C([H]...,980.1,2.0,22.0,3.0,75.0,LIKELY_SAPONIN
143,O=[S](=O)(O)OC([H])([H])C([H])([H])C([H])([H])C([H...,294.5,0.0,4.0,0.0,10.0,NOT_SAPONIN
144,O=[S](=O)(O)OC([H])([H])C([H])([H])C([H])([H])C([H...,322.5,0.0,4.0,0.0,10.0,NOT_SAPONIN
145,O=[S](=O)(O)OC([H])([H])C([H])([H])C([H])([H])C([H...,350.6,0.0,4.0,0.0,10.0,NOT_SAPONIN
146,O=C(N([H])[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H...,755.0,2.0,8.0,6.0,25.0,UNLIKELY_SAPONIN
147,[H]C1([H])N(C([H])([H])C([H])([H])N([H])C1([H])[H]...,254.5,1.0,0.0,2.0,-20.0,NOT_SAPONIN
148,O=C(O[C@]1([H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@]...,863.0,2.0,17.0,0.0,105.0,HIGH_CONFIDENCE_SAPONIN
149,O=C1N(C(=O)N(C1([H])[H])C([H])([H])[C@@]([H])(N([H...,452.7,1.0,3.0,4.0,-20.0,NOT_SAPONIN
150,O=C1N(C(=O)N(C1([H])[H])C([H])([H])[C@@]([H])(N([H...,452.7,1.0,3.0,4.0,-20.0,NOT_SAPONIN
151,O=C1N(C(=O)N(C1([H])[H])C([H])([H])[C@@]([H])(N([H...,507.1,2.0,3.0,4.0,-20.0,NOT_SAPONIN
152,O=C(N([H])c1c([H])c([H])c(c([H])c1[H])C([H])([H])C...,706.8,4.0,11.0,6.0,80.0,HIGH_CONFIDENCE_SAPONIN
153,O=c1n([H])c(=O)n(c([H])c1[H])[C@]4([H])O[C@]([H])(...,830.9,4.0,16.0,4.0,100.0,HIGH_CONFIDENCE_SAPONIN
154,O=c1c3c(oc2c1c(c(OC([H])([H])[H])c(O[H])c2[H])C([H...,410.5,3.0,6.0,0.0,45.0,POSSIBLE_SAPONIN
155,O=c1c3c(oc2c1c(O[H])c(c(OC([H])([H])[C@@]([H])(O[H...,612.8,3.0,8.0,2.0,40.0,POSSIBLE_SAPONIN
156,O=c1c3c(oc2c1c(O[H])c(c(OC([H])([H])[C@@]([H])(O[H...,668.9,3.0,8.0,2.0,40.0,POSSIBLE_SAPONIN
157,O=c1c3c(oc2c1c(O[H])c(c(OC([H])([H])[C@@]([H])(O[H...,696.9,3.0,8.0,2.0,40.0,POSSIBLE_SAPONIN
158,O=c1c3c(oc2c1c(O[H])c(c(OC([H])([H])[C@@]([H])(O[H...,640.8,3.0,8.0,2.0,40.0,POSSIBLE_SAPONIN
159,O=c1c3c(oc2c1c(O[H])c(c(OC([H])([H])[C@@]([H])(O[H...,764.9,3.0,14.0,2.0,50.0,POSSIBLE_SAPONIN
160,O=C4O[C@@]([H])(C([H])([H])C([H])=C([H])C([H])=C([...,665.7,4.0,13.0,1.0,110.0,HIGH_CONFIDENCE_SAPONIN
161,O=c1c5c(oc3c1c(O[H])c(c(OC([H])([H])[C@@]([H])(O[H...,664.8,5.0,8.0,2.0,65.0,LIKELY_SAPONIN
162,O=c1c5c(oc3c1c(O[H])c(c(OC([H])([H])[C@@]([H])(O[H...,692.9,5.0,8.0,2.0,65.0,LIKELY_SAPONIN
163,O=c1c5c(oc3c1c(O[H])c(c(OC([H])([H])[C@@]([H])(O[H...,694.9,5.0,8.0,4.0,55.0,POSSIBLE_SAPONIN
164,O=c1c3c(oc2c1c(O[H])c(c(OC([H])([H])[C@@]([H])(O[H...,556.7,3.0,8.0,2.0,30.0,UNLIKELY_SAPONIN
165,O=c1c3c(oc2c1c(O[H])c(c(OC([H])([H])[C@@]([H])(O[H...,642.8,3.0,8.0,4.0,30.0,UNLIKELY_SAPONIN
166,O=C2O[C@]([H])([C@@]([H])([C@]([H])(O[H])[C@]([H])...,1871.5,11.0,23.0,5.0,120.0,HIGH_CONFIDENCE_SAPONIN
167,O=C2O[C@]([H])([C@@]([H])([C@]([H])(O[H])[C@]([H])...,1885.6,11.0,23.0,5.0,120.0,HIGH_CONFIDENCE_SAPONIN
168,O=C(N([H])C([H])([H])C([H])([H])C([H])([H])C([H])(...,1913.6,11.0,23.0,5.0,120.0,HIGH_CONFIDENCE_SAPONIN
169,O=C(N([H])C([H])([H])C([H])([H])C([H])([H])C([H])(...,1941.7,11.0,23.0,5.0,120.0,HIGH_CONFIDENCE_SAPONIN
170,O=C(N([H])C([H])([H])C([H])([H])C([H])([H])C([H])(...,1917.6,11.0,25.0,5.0,120.0,HIGH_CONFIDENCE_SAPONIN
171,O=C(N([H])C([H])([H])C([H])([H])C([H])([H])C([H])(...,1973.7,11.0,25.0,5.0,120.0,HIGH_CONFIDENCE_SAPONIN
172,O=C2O[C@]([H])([C@@]([H])([C@]([H])(O[H])[C@]([H])...,924.1,3.0,17.0,1.0,100.0,HIGH_CONFIDENCE_SAPONIN
173,O=C2O[C@]([H])([C@@]([H])([C@]([H])(O[H])[C@]([H])...,1871.5,11.0,23.0,5.0,120.0,HIGH_CONFIDENCE_SAPONIN
174,O=C2O[C@]([H])([C@@]([H])([C@]([H])(O[H])[C@]([H])...,1885.6,11.0,23.0,5.0,120.0,HIGH_CONFIDENCE_SAPONIN
175,O=C(N([H])C([H])([H])C([H])([H])C([H])([H])C([H])(...,1913.6,11.0,23.0,5.0,120.0,HIGH_CONFIDENCE_SAPONIN
176,O=C(N([H])C([H])([H])C([H])([H])C([H])([H])C([H])(...,1941.7,11.0,23.0,5.0,120.0,HIGH_CONFIDENCE_SAPONIN
177,O=C(N([H])C([H])([H])C([H])([H])C([H])([H])C([H])(...,1917.6,11.0,25.0,5.0,120.0,HIGH_CONFIDENCE_SAPONIN
178,[H]C1([H])[C@]([H])(O[H])[C@]([H])(O[H])[C@]2([H])...,468.7,4.0,6.0,0.0,100.0,HIGH_CONFIDENCE_SAPONIN
179,[H]C1([H])[C@]([H])(O[H])[C@]([H])(O[H])[C@]2([H])...,484.7,4.0,7.0,0.0,100.0,HIGH_CONFIDENCE_SAPONIN
180,[H]C2([H])[C@]([H])(O[C@]1([H])OC([H])([H])[C@@]([...,638.8,5.0,10.0,0.0,120.0,HIGH_CONFIDENCE_SAPONIN
181,[H]C2([H])[C@]([H])(O[C@]1([H])OC([H])([H])[C@@]([...,624.8,5.0,10.0,0.0,120.0,HIGH_CONFIDENCE_SAPONIN
182,[H]C2([H])[C@]([H])(O[C@]1([H])OC([H])([H])[C@@]([...,761.0,6.0,14.0,0.0,140.0,HIGH_CONFIDENCE_SAPONIN
184,O=C(N([H])C([H])([H])C([H])([H])C([H])([H])N([H])C...,766.2,0.0,4.0,7.0,-10.0,NOT_SAPONIN
185,O=C(N([H])C([H])([H])C([H])([H])C([H])([H])C([H])(...,737.2,0.0,4.0,6.0,-10.0,NOT_SAPONIN
186,[H]c1c(c([H])c2c(c1[H])C([H])([H])C([H])([H])[C@]2...,279.4,3.0,0.0,1.0,-5.0,NOT_SAPONIN
187,[H]c1c(c([H])c2c(c1[H])C([H])([H])C([H])([H])[C@]2...,279.4,3.0,0.0,1.0,-5.0,NOT_SAPONIN
188,[H]c1c(c([H])c2c(c1[H])C([H])([H])C([H])([H])C2(C(...,369.6,4.0,0.0,1.0,15.0,NOT_SAPONIN
189,[H]c1c([H])c([H])c([H])c([H])c1/C(=C(/c2c([H])c([H...,371.5,3.0,1.0,1.0,-5.0,NOT_SAPONIN
190,O=C1N([H])[C@]([H])(C(=O)N([H])[C@@]([H])(C(=O)N([...,1087.3,7.0,10.0,12.0,70.0,LIKELY_SAPONIN
191,O=C1N([H])[C@]([H])(C(=O)N([H])[C@@]([H])(C(=O)N([...,1110.3,8.0,10.0,13.0,70.0,LIKELY_SAPONIN
192,O=C1N([H])[C@]([H])(C(=O)N([H])[C@@]([H])(C(=O)N([...,1169.4,7.0,9.0,14.0,60.0,LIKELY_SAPONIN
193,O=C1N([H])[C@]([H])(C(=O)N([H])[C@@]([H])(C(=O)N([...,1128.4,7.0,9.0,13.0,60.0,LIKELY_SAPONIN
194,O=C1N([H])[C@]([H])(C(=O)N([H])[C@@]([H])(C(=O)N([...,1137.4,8.0,9.0,14.0,60.0,LIKELY_SAPONIN
195,O=C1N([H])[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H...,1137.4,8.0,9.0,14.0,60.0,LIKELY_SAPONIN
196,O=C1N([H])[C@]([H])(C(=O)N([H])[C@@]([H])(C(=O)N([...,1146.3,9.0,9.0,15.0,60.0,LIKELY_SAPONIN
197,O=C1N([H])[C@]([H])(C(=O)N([H])[C@@]([H])(C(=O)N([...,1169.5,7.0,8.0,14.0,60.0,LIKELY_SAPONIN
198,O=C1N([H])[C@]([H])(C(=O)N([H])[C@@]([H])(C(=O)N([...,1187.4,9.0,8.0,16.0,60.0,LIKELY_SAPONIN
199,O=C1N([H])[C@]([H])(C(=O)N([H])[C@@]([H])(C(=O)N([...,1178.5,8.0,8.0,15.0,60.0,LIKELY_SAPONIN
200,O=C(N([H])[C@]([H])(C(=O)N([H])[C@@]([H])(C(=O)N([...,1187.5,6.0,9.0,14.0,60.0,LIKELY_SAPONIN
201,O=C(N([H])[C@]([H])(C(=O)N([H])[C@@]([H])(C(=O)N([...,1186.5,6.0,8.0,15.0,60.0,LIKELY_SAPONIN
202,O=C(N([H])[C@]([H])(C(=O)N([H])[C@@]([H])(C(=O)N([...,1228.6,6.0,9.0,15.0,60.0,LIKELY_SAPONIN
203,O=C1N([H])[C@]([H])(C(=O)N([H])[C@@]([H])(C(=O)N([...,855.1,5.0,6.0,10.0,50.0,POSSIBLE_SAPONIN
204,O=C1N([H])[C@]([H])(C(=O)N([H])[C@@]([H])(C(=O)N([...,864.1,6.0,6.0,11.0,50.0,POSSIBLE_SAPONIN
205,O=C1N([H])[C@]([H])(C(=O)N([H])[C@@]([H])(C(=O)N([...,814.0,5.0,7.0,9.0,60.0,LIKELY_SAPONIN
206,O=C(N([H])C([H])([H])C([H])([H])C([H])([H])N([H])C...,588.0,4.0,2.0,3.0,35.0,UNLIKELY_SAPONIN
207,O=C(N([H])C([H])([H])C([H])([H])C([H])([H])N([H])C...,645.1,4.0,2.0,4.0,45.0,POSSIBLE_SAPONIN
208,O=C(O[C@]1([H])C([H])([H])C([H])([H])[C@]2([C@@]([...,545.9,4.0,3.0,3.0,35.0,UNLIKELY_SAPONIN
209,O=C(N([H])C([H])([H])C([H])([H])C([H])([H])N([H])C...,545.9,4.0,2.0,3.0,35.0,UNLIKELY_SAPONIN
210,O=C1N([H])N(C([H])([H])C(=O)N([H])[C@]([H])(C(=O)N...,974.3,5.0,6.0,11.0,40.0,POSSIBLE_SAPONIN
211,O=C1N([H])N(C([H])([H])C(=O)N([H])[C@]([H])(C(=O)N...,1012.4,5.0,6.0,13.0,40.0,POSSIBLE_SAPONIN
212,O=C1N([H])N(C([H])([H])C(=O)N([H])[C@]([H])(C(=O)N...,1063.4,6.0,6.0,12.0,40.0,POSSIBLE_SAPONIN
213,O=C1N([H])[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H...,1301.6,7.0,10.0,14.0,60.0,LIKELY_SAPONIN
214,O=C1N([H])[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H...,1357.7,7.0,10.0,14.0,60.0,LIKELY_SAPONIN
215,O=C1N([H])[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H...,1385.8,7.0,10.0,14.0,60.0,LIKELY_SAPONIN
